Date,Location,WindGustSpeed
15/03/2013,Tuggeranong,30
15/04/2013,Tuggeranong,30
15/05/2013,Tuggeranong,31
15/06/2013,Tuggeranong,41
15/07/2013,Tuggeranong,22
15/08/2013,Tuggeranong,50
15/09/2013,Tuggeranong,28
15/10/2013,Tuggeranong,44
15/11/2013,Tuggeranong,50
15/12/2013,Tuggeranong,44
15/01/2014,Tuggeranong,NA
15/02/2014,Tuggeranong,39
15/03/2014,Tuggeranong,50
15/04/2014,Tuggeranong,39
15/05/2014,Tuggeranong,24
15/06/2014,Tuggeranong,50
15/07/2014,Tuggeranong,19
15/08/2014,Tuggeranong,20
15/09/2014,Tuggeranong,26
15/10/2014,Tuggeranong,54
15/11/2014,Tuggeranong,41
15/12/2014,Tuggeranong,35
15/01/2015,Tuggeranong,37
15/02/2015,Tuggeranong,22
15/03/2015,Tuggeranong,41
15/04/2015,Tuggeranong,19
15/05/2015,Tuggeranong,28
15/06/2015,Tuggeranong,26
15/07/2015,Tuggeranong,26
15/08/2015,Tuggeranong,41
15/09/2015,Tuggeranong,NA
15/10/2015,Tuggeranong,39
15/11/2015,Tuggeranong,35
15/12/2015,Tuggeranong,43
15/01/2016,Tuggeranong,46
15/02/2016,Tuggeranong,43
15/03/2016,Tuggeranong,31
15/04/2016,Tuggeranong,30
15/05/2016,Tuggeranong,54
15/06/2016,Tuggeranong,17
15/07/2016,Tuggeranong,15
15/08/2016,Tuggeranong,24
15/09/2016,Tuggeranong,NA
15/10/2016,Tuggeranong,43
15/11/2016,Tuggeranong,24
15/12/2016,Tuggeranong,22
15/01/2017,Tuggeranong,43
15/02/2017,Tuggeranong,37
15/03/2017,Tuggeranong,35
15/04/2017,Tuggeranong,33
15/05/2017,Tuggeranong,30
15/06/2017,Tuggeranong,13
15/01/2013,MountGinini,30
15/03/2013,MountGinini,26
15/04/2013,MountGinini,50
15/05/2013,MountGinini,69
15/06/2013,MountGinini,76
15/07/2013,MountGinini,50
15/08/2013,MountGinini,65
15/09/2013,MountGinini,31
15/10/2013,MountGinini,50
15/11/2013,MountGinini,28
15/12/2013,MountGinini,28
15/01/2014,MountGinini,35
15/02/2014,MountGinini,48
15/03/2014,MountGinini,56
15/04/2014,MountGinini,33
15/05/2014,MountGinini,31
15/06/2014,MountGinini,72
15/07/2014,MountGinini,54
15/08/2014,MountGinini,26
15/09/2014,MountGinini,39
15/10/2014,MountGinini,65
15/11/2014,MountGinini,59
15/12/2014,MountGinini,33
15/01/2015,MountGinini,37
15/02/2015,MountGinini,37
15/03/2015,MountGinini,46
15/04/2015,MountGinini,54
15/05/2015,MountGinini,43
15/06/2015,MountGinini,54
15/07/2015,MountGinini,26
15/08/2015,MountGinini,24
15/09/2015,MountGinini,76
15/10/2015,MountGinini,52
15/11/2015,MountGinini,35
15/12/2015,MountGinini,46
15/01/2016,MountGinini,44
15/02/2016,MountGinini,43
15/03/2016,MountGinini,46
15/04/2016,MountGinini,39
15/05/2016,MountGinini,63
15/06/2016,MountGinini,22
15/07/2016,MountGinini,52
15/08/2016,MountGinini,33
15/09/2016,MountGinini,63
15/10/2016,MountGinini,54
15/11/2016,MountGinini,33
15/12/2016,MountGinini,30
15/01/2017,MountGinini,28
15/02/2017,MountGinini,37
15/03/2017,MountGinini,69
15/04/2017,MountGinini,35
15/05/2017,MountGinini,26
15/06/2017,MountGinini,28
15/01/2013,Ballarat,39
15/03/2013,Ballarat,37
15/04/2013,Ballarat,35
15/05/2013,Ballarat,65
15/06/2013,Ballarat,37
15/07/2013,Ballarat,30
15/08/2013,Ballarat,48
15/09/2013,Ballarat,44
15/10/2013,Ballarat,50
15/11/2013,Ballarat,39
15/12/2013,Ballarat,33
15/01/2014,Ballarat,52
15/02/2014,Ballarat,39
15/03/2014,Ballarat,70
15/04/2014,Ballarat,39
15/05/2014,Ballarat,52
15/06/2014,Ballarat,35
15/07/2014,Ballarat,56
15/08/2014,Ballarat,30
15/09/2014,Ballarat,39
15/10/2014,Ballarat,39
15/11/2014,Ballarat,41
15/12/2014,Ballarat,46
15/01/2015,Ballarat,39
15/02/2015,Ballarat,43
15/03/2015,Ballarat,56
15/04/2015,Ballarat,50
15/05/2015,Ballarat,44
15/06/2015,Ballarat,30
15/07/2015,Ballarat,35
15/08/2015,Ballarat,20
15/09/2015,Ballarat,44
15/10/2015,Ballarat,63
15/11/2015,Ballarat,41
15/12/2015,Ballarat,41
15/01/2016,Ballarat,50
15/02/2016,Ballarat,54
15/03/2016,Ballarat,61
15/04/2016,Ballarat,43
15/05/2016,Ballarat,52
15/06/2016,Ballarat,35
15/07/2016,Ballarat,30
15/08/2016,Ballarat,43
15/09/2016,Ballarat,44
15/10/2016,Ballarat,70
15/11/2016,Ballarat,35
15/12/2016,Ballarat,50
15/01/2017,Ballarat,35
15/02/2017,Ballarat,56
15/03/2017,Ballarat,59
15/04/2017,Ballarat,28
15/05/2017,Ballarat,37
15/06/2017,Ballarat,26
15/01/2013,Bendigo,30
15/03/2013,Bendigo,28
15/04/2013,Bendigo,43
15/05/2013,Bendigo,43
15/06/2013,Bendigo,46
15/07/2013,Bendigo,20
15/08/2013,Bendigo,28
15/09/2013,Bendigo,37
15/10/2013,Bendigo,46
15/11/2013,Bendigo,46
15/12/2013,Bendigo,37
15/01/2014,Bendigo,56
15/02/2014,Bendigo,35
15/03/2014,Bendigo,48
15/04/2014,Bendigo,33
15/05/2014,Bendigo,35
15/06/2014,Bendigo,35
15/07/2014,Bendigo,33
15/08/2014,Bendigo,24
15/09/2014,Bendigo,37
15/10/2014,Bendigo,35
15/11/2014,Bendigo,43
15/12/2014,Bendigo,43
15/01/2015,Bendigo,35
15/02/2015,Bendigo,63
15/03/2015,Bendigo,50
15/04/2015,Bendigo,35
15/05/2015,Bendigo,39
15/06/2015,Bendigo,30
15/07/2015,Bendigo,24
15/08/2015,Bendigo,28
15/09/2015,Bendigo,48
15/10/2015,Bendigo,46
15/11/2015,Bendigo,44
15/12/2015,Bendigo,43
15/01/2016,Bendigo,52
15/02/2016,Bendigo,41
15/03/2016,Bendigo,39
15/04/2016,Bendigo,31
15/05/2016,Bendigo,35
15/06/2016,Bendigo,15
15/07/2016,Bendigo,17
15/08/2016,Bendigo,28
15/09/2016,Bendigo,44
15/10/2016,Bendigo,56
15/11/2016,Bendigo,37
15/12/2016,Bendigo,41
15/01/2017,Bendigo,35
15/02/2017,Bendigo,52
15/03/2017,Bendigo,46
15/04/2017,Bendigo,31
15/05/2017,Bendigo,24
15/06/2017,Bendigo,13
15/01/2013,Sale,43
15/03/2013,Sale,35
15/04/2013,Sale,26
15/05/2013,Sale,52
15/06/2013,Sale,44
15/07/2013,Sale,22
15/08/2013,Sale,72
15/09/2013,Sale,35
15/10/2013,Sale,54
15/11/2013,Sale,39
15/12/2013,Sale,30
15/01/2014,Sale,57
15/02/2014,Sale,31
15/03/2014,Sale,72
15/04/2014,Sale,35
15/05/2014,Sale,41
15/06/2014,Sale,30
15/07/2014,Sale,20
15/08/2014,Sale,20
15/09/2014,Sale,41
15/10/2014,Sale,26
15/11/2014,Sale,24
15/12/2014,Sale,35
15/01/2015,Sale,63
15/02/2015,Sale,39
15/03/2015,Sale,35
15/04/2015,Sale,NA
15/05/2015,Sale,26
15/06/2015,Sale,20
15/07/2015,Sale,30
15/08/2015,Sale,31
15/09/2015,Sale,NA
15/10/2015,Sale,41
15/11/2015,Sale,39
15/12/2015,Sale,39
15/01/2016,Sale,39
15/02/2016,Sale,39
15/03/2016,Sale,54
15/04/2016,Sale,28
15/05/2016,Sale,76
15/06/2016,Sale,20
15/07/2016,Sale,52
15/08/2016,Sale,17
15/09/2016,Sale,NA
15/10/2016,Sale,50
15/11/2016,Sale,57
15/12/2016,Sale,35
15/01/2017,Sale,39
15/02/2017,Sale,37
15/03/2017,Sale,44
15/04/2017,Sale,24
15/05/2017,Sale,NA
15/06/2017,Sale,NA
15/01/2013,MelbourneAirport,46
15/03/2013,MelbourneAirport,35
15/04/2013,MelbourneAirport,37
15/05/2013,MelbourneAirport,59
15/06/2013,MelbourneAirport,41
15/07/2013,MelbourneAirport,43
15/08/2013,MelbourneAirport,54
15/09/2013,MelbourneAirport,44
15/10/2013,MelbourneAirport,48
15/11/2013,MelbourneAirport,44
15/12/2013,MelbourneAirport,48
15/01/2014,MelbourneAirport,70
15/02/2014,MelbourneAirport,37
15/03/2014,MelbourneAirport,76
15/04/2014,MelbourneAirport,35
15/05/2014,MelbourneAirport,81
15/06/2014,MelbourneAirport,41
15/07/2014,MelbourneAirport,57
15/08/2014,MelbourneAirport,33
15/09/2014,MelbourneAirport,26
15/10/2014,MelbourneAirport,35
15/11/2014,MelbourneAirport,35
15/12/2014,MelbourneAirport,33
15/01/2015,MelbourneAirport,39
15/02/2015,MelbourneAirport,44
15/03/2015,MelbourneAirport,46
15/04/2015,MelbourneAirport,70
15/05/2015,MelbourneAirport,33
15/06/2015,MelbourneAirport,31
15/07/2015,MelbourneAirport,24
15/08/2015,MelbourneAirport,26
15/09/2015,MelbourneAirport,52
15/10/2015,MelbourneAirport,67
15/11/2015,MelbourneAirport,33
15/12/2015,MelbourneAirport,37
15/01/2016,MelbourneAirport,48
15/02/2016,MelbourneAirport,57
15/03/2016,MelbourneAirport,44
15/04/2016,MelbourneAirport,46
15/05/2016,MelbourneAirport,56
15/06/2016,MelbourneAirport,43
15/07/2016,MelbourneAirport,31
15/08/2016,MelbourneAirport,56
15/09/2016,MelbourneAirport,57
15/10/2016,MelbourneAirport,81
15/11/2016,MelbourneAirport,39
15/12/2016,MelbourneAirport,48
15/01/2017,MelbourneAirport,37
15/02/2017,MelbourneAirport,63
15/03/2017,MelbourneAirport,65
15/04/2017,MelbourneAirport,24
15/05/2017,MelbourneAirport,22
15/06/2017,MelbourneAirport,31
15/01/2013,Melbourne,46
15/03/2013,Melbourne,35
15/04/2013,Melbourne,37
15/05/2013,Melbourne,59
15/06/2013,Melbourne,41
15/07/2013,Melbourne,43
15/08/2013,Melbourne,54
15/09/2013,Melbourne,44
15/10/2013,Melbourne,48
15/11/2013,Melbourne,44
15/12/2013,Melbourne,48
15/01/2014,Melbourne,70
15/02/2014,Melbourne,37
15/03/2014,Melbourne,76
15/04/2014,Melbourne,35
15/05/2014,Melbourne,81
15/06/2014,Melbourne,41
15/07/2014,Melbourne,57
15/08/2014,Melbourne,33
15/09/2014,Melbourne,26
15/10/2014,Melbourne,35
15/11/2014,Melbourne,35
15/12/2014,Melbourne,33
15/01/2015,Melbourne,39
15/02/2015,Melbourne,44
15/03/2015,Melbourne,46
15/04/2015,Melbourne,70
15/05/2015,Melbourne,33
15/06/2015,Melbourne,31
15/07/2015,Melbourne,24
15/08/2015,Melbourne,26
15/09/2015,Melbourne,52
15/10/2015,Melbourne,67
15/11/2015,Melbourne,33
15/12/2015,Melbourne,37
15/01/2016,Melbourne,48
15/02/2016,Melbourne,57
15/03/2016,Melbourne,44
15/04/2016,Melbourne,46
15/05/2016,Melbourne,33
15/06/2016,Melbourne,19
15/07/2016,Melbourne,20
15/08/2016,Melbourne,41
15/09/2016,Melbourne,37
15/10/2016,Melbourne,59
15/11/2016,Melbourne,24
15/12/2016,Melbourne,41
15/01/2017,Melbourne,30
15/02/2017,Melbourne,48
15/03/2017,Melbourne,52
15/04/2017,Melbourne,17
15/05/2017,Melbourne,24
15/06/2017,Melbourne,20
15/01/2013,Mildura,39
15/03/2013,Mildura,30
15/04/2013,Mildura,35
15/05/2013,Mildura,43
15/06/2013,Mildura,35
15/07/2013,Mildura,20
15/08/2013,Mildura,31
15/09/2013,Mildura,54
15/10/2013,Mildura,35
15/11/2013,Mildura,35
15/12/2013,Mildura,33
15/01/2014,Mildura,33
15/02/2014,Mildura,41
15/03/2014,Mildura,59
15/04/2014,Mildura,24
15/05/2014,Mildura,39
15/06/2014,Mildura,30
15/07/2014,Mildura,28
15/08/2014,Mildura,28
15/09/2014,Mildura,46
15/10/2014,Mildura,35
15/11/2014,Mildura,50
15/12/2014,Mildura,52
15/01/2015,Mildura,41
15/02/2015,Mildura,54
15/03/2015,Mildura,35
15/04/2015,Mildura,31
15/05/2015,Mildura,30
15/06/2015,Mildura,22
15/07/2015,Mildura,28
15/08/2015,Mildura,17
15/09/2015,Mildura,35
15/10/2015,Mildura,46
15/11/2015,Mildura,46
15/12/2015,Mildura,30
15/01/2016,Mildura,48
15/02/2016,Mildura,41
15/03/2016,Mildura,35
15/04/2016,Mildura,19
15/05/2016,Mildura,35
15/06/2016,Mildura,28
15/07/2016,Mildura,20
15/08/2016,Mildura,26
15/09/2016,Mildura,43
15/10/2016,Mildura,61
15/11/2016,Mildura,30
15/12/2016,Mildura,48
15/01/2017,Mildura,30
15/02/2017,Mildura,41
15/03/2017,Mildura,39
15/04/2017,Mildura,24
15/05/2017,Mildura,24
15/06/2017,Mildura,15
15/03/2013,Nhil,41
15/04/2013,Nhil,44
15/05/2013,Nhil,65
15/06/2013,Nhil,35
15/07/2013,Nhil,19
15/08/2013,Nhil,35
15/09/2013,Nhil,43
15/10/2013,Nhil,48
15/11/2013,Nhil,43
15/12/2013,Nhil,37
15/01/2014,Nhil,50
15/02/2014,Nhil,56
15/03/2014,Nhil,67
15/04/2014,Nhil,28
15/05/2014,Nhil,44
15/06/2014,Nhil,37
15/07/2014,Nhil,35
15/08/2014,Nhil,30
15/09/2014,Nhil,41
15/10/2014,Nhil,46
15/11/2014,Nhil,33
15/12/2014,Nhil,43
15/01/2015,Nhil,41
15/02/2015,Nhil,56
15/03/2015,Nhil,44
15/04/2015,Nhil,50
15/05/2015,Nhil,35
15/06/2015,Nhil,39
15/07/2015,Nhil,26
15/08/2015,Nhil,22
15/09/2015,Nhil,41
15/10/2015,Nhil,46
15/11/2015,Nhil,39
15/12/2015,Nhil,43
15/01/2016,Nhil,48
15/02/2016,Nhil,57
15/03/2016,Nhil,30
15/04/2016,Nhil,43
15/05/2016,Nhil,44
15/06/2016,Nhil,26
15/07/2016,Nhil,28
15/08/2016,Nhil,30
15/09/2016,Nhil,44
15/10/2016,Nhil,56
15/11/2016,Nhil,35
15/12/2016,Nhil,41
15/01/2017,Nhil,33
15/02/2017,Nhil,57
15/03/2017,Nhil,44
15/04/2017,Nhil,26
15/05/2017,Nhil,20
15/06/2017,Nhil,26
15/01/2013,Portland,30
15/03/2013,Portland,31
15/04/2013,Portland,24
15/05/2013,Portland,72
15/06/2013,Portland,37
15/07/2013,Portland,24
15/08/2013,Portland,57
15/09/2013,Portland,35
15/10/2013,Portland,57
15/11/2013,Portland,28
15/12/2013,Portland,30
15/01/2014,Portland,28
15/02/2014,Portland,39
15/03/2014,Portland,69
15/04/2014,Portland,31
15/05/2014,Portland,41
15/06/2014,Portland,33
15/07/2014,Portland,39
15/08/2014,Portland,24
15/09/2014,Portland,50
15/10/2014,Portland,43
15/11/2014,Portland,35
15/12/2014,Portland,54
15/01/2015,Portland,41
15/02/2015,Portland,54
15/03/2015,Portland,46
15/04/2015,Portland,46
15/05/2015,Portland,26
15/06/2015,Portland,24
15/07/2015,Portland,46
15/08/2015,Portland,30
15/09/2015,Portland,43
15/10/2015,Portland,61
15/11/2015,Portland,33
15/12/2015,Portland,31
15/01/2016,Portland,37
15/02/2016,Portland,61
15/03/2016,Portland,48
15/04/2016,Portland,30
15/05/2016,Portland,54
15/06/2016,Portland,28
15/07/2016,Portland,37
15/08/2016,Portland,41
15/09/2016,Portland,39
15/10/2016,Portland,50
15/11/2016,Portland,41
15/12/2016,Portland,35
15/01/2017,Portland,30
15/02/2017,Portland,61
15/03/2017,Portland,50
15/04/2017,Portland,26
15/05/2017,Portland,22
15/06/2017,Portland,30
15/01/2013,Watsonia,35
15/03/2013,Watsonia,37
15/04/2013,Watsonia,30
15/05/2013,Watsonia,57
15/06/2013,Watsonia,30
15/07/2013,Watsonia,33
15/08/2013,Watsonia,39
15/09/2013,Watsonia,33
15/10/2013,Watsonia,41
15/11/2013,Watsonia,41
15/12/2013,Watsonia,31
15/01/2014,Watsonia,50
15/02/2014,Watsonia,30
15/03/2014,Watsonia,59
15/04/2014,Watsonia,30
15/05/2014,Watsonia,56
15/06/2014,Watsonia,35
15/07/2014,Watsonia,46
15/08/2014,Watsonia,20
15/09/2014,Watsonia,20
15/10/2014,Watsonia,33
15/11/2014,Watsonia,28
15/12/2014,Watsonia,24
15/01/2015,Watsonia,33
15/02/2015,Watsonia,46
15/03/2015,Watsonia,37
15/04/2015,Watsonia,43
15/05/2015,Watsonia,33
15/06/2015,Watsonia,19
15/07/2015,Watsonia,20
15/08/2015,Watsonia,17
15/09/2015,Watsonia,NA
15/10/2015,Watsonia,52
15/11/2015,Watsonia,35
15/12/2015,Watsonia,37
15/01/2016,Watsonia,39
15/02/2016,Watsonia,44
15/03/2016,Watsonia,33
15/04/2016,Watsonia,31
15/05/2016,Watsonia,43
15/06/2016,Watsonia,15
15/07/2016,Watsonia,24
15/08/2016,Watsonia,37
15/09/2016,Watsonia,NA
15/10/2016,Watsonia,67
15/11/2016,Watsonia,28
15/12/2016,Watsonia,39
15/01/2017,Watsonia,30
15/02/2017,Watsonia,46
15/03/2017,Watsonia,44
15/04/2017,Watsonia,20
15/05/2017,Watsonia,11
15/06/2017,Watsonia,22
15/01/2013,Dartmoor,41
15/03/2013,Dartmoor,30
15/04/2013,Dartmoor,30
15/05/2013,Dartmoor,63
15/06/2013,Dartmoor,26
15/07/2013,Dartmoor,22
15/08/2013,Dartmoor,39
15/09/2013,Dartmoor,43
15/10/2013,Dartmoor,48
15/11/2013,Dartmoor,31
15/12/2013,Dartmoor,28
15/01/2014,Dartmoor,26
15/02/2014,Dartmoor,39
15/03/2014,Dartmoor,61
15/04/2014,Dartmoor,26
15/05/2014,Dartmoor,35
15/06/2014,Dartmoor,30
15/07/2014,Dartmoor,37
15/08/2014,Dartmoor,20
15/09/2014,Dartmoor,43
15/10/2014,Dartmoor,26
15/11/2014,Dartmoor,37
15/12/2014,Dartmoor,33
15/01/2015,Dartmoor,41
15/02/2015,Dartmoor,46
15/03/2015,Dartmoor,43
15/04/2015,Dartmoor,33
15/05/2015,Dartmoor,24
15/06/2015,Dartmoor,19
15/07/2015,Dartmoor,31
15/08/2015,Dartmoor,15
15/09/2015,Dartmoor,41
15/10/2015,Dartmoor,50
15/11/2015,Dartmoor,37
15/12/2015,Dartmoor,35
15/01/2016,Dartmoor,44
15/02/2016,Dartmoor,44
15/03/2016,Dartmoor,46
15/04/2016,Dartmoor,30
15/05/2016,Dartmoor,41
15/06/2016,Dartmoor,22
15/07/2016,Dartmoor,26
15/08/2016,Dartmoor,43
15/09/2016,Dartmoor,39
15/10/2016,Dartmoor,52
15/11/2016,Dartmoor,30
15/12/2016,Dartmoor,33
15/01/2017,Dartmoor,30
15/02/2017,Dartmoor,56
15/03/2017,Dartmoor,52
15/04/2017,Dartmoor,15
15/05/2017,Dartmoor,24
15/06/2017,Dartmoor,19
15/01/2013,Brisbane,33
15/03/2013,Brisbane,19
15/04/2013,Brisbane,19
15/05/2013,Brisbane,20
15/06/2013,Brisbane,39
15/07/2013,Brisbane,22
15/08/2013,Brisbane,35
15/09/2013,Brisbane,24
15/10/2013,Brisbane,26
15/11/2013,Brisbane,24
15/12/2013,Brisbane,26
15/01/2014,Brisbane,31
15/02/2014,Brisbane,35
15/03/2014,Brisbane,24
15/04/2014,Brisbane,28
15/05/2014,Brisbane,31
15/06/2014,Brisbane,43
15/07/2014,Brisbane,22
15/08/2014,Brisbane,30
15/09/2014,Brisbane,24
15/10/2014,Brisbane,35
15/11/2014,Brisbane,30
15/12/2014,Brisbane,26
15/01/2015,Brisbane,37
15/02/2015,Brisbane,24
15/03/2015,Brisbane,37
15/04/2015,Brisbane,24
15/05/2015,Brisbane,20
15/06/2015,Brisbane,24
15/07/2015,Brisbane,11
15/08/2015,Brisbane,20
15/09/2015,Brisbane,24
15/10/2015,Brisbane,28
15/11/2015,Brisbane,41
15/12/2015,Brisbane,31
15/01/2016,Brisbane,39
15/02/2016,Brisbane,28
15/03/2016,Brisbane,30
15/04/2016,Brisbane,28
15/05/2016,Brisbane,19
15/06/2016,Brisbane,30
15/07/2016,Brisbane,24
15/08/2016,Brisbane,37
15/09/2016,Brisbane,30
15/10/2016,Brisbane,30
15/11/2016,Brisbane,30
15/12/2016,Brisbane,33
15/01/2017,Brisbane,35
15/02/2017,Brisbane,26
15/03/2017,Brisbane,20
15/04/2017,Brisbane,20
15/05/2017,Brisbane,30
15/06/2017,Brisbane,35
15/01/2013,Cairns,31
15/03/2013,Cairns,35
15/04/2013,Cairns,33
15/05/2013,Cairns,26
15/06/2013,Cairns,37
15/07/2013,Cairns,48
15/08/2013,Cairns,30
15/09/2013,Cairns,33
15/10/2013,Cairns,35
15/11/2013,Cairns,30
15/12/2013,Cairns,44
15/01/2014,Cairns,NA
15/02/2014,Cairns,30
15/03/2014,Cairns,35
15/04/2014,Cairns,31
15/05/2014,Cairns,48
15/06/2014,Cairns,35
15/07/2014,Cairns,43
15/08/2014,Cairns,33
15/09/2014,Cairns,43
15/10/2014,Cairns,37
15/11/2014,Cairns,33
15/12/2014,Cairns,30
15/01/2015,Cairns,28
15/02/2015,Cairns,61
15/03/2015,Cairns,56
15/04/2015,Cairns,50
15/05/2015,Cairns,56
15/06/2015,Cairns,56
15/07/2015,Cairns,30
15/08/2015,Cairns,43
15/09/2015,Cairns,41
15/10/2015,Cairns,50
15/11/2015,Cairns,39
15/12/2015,Cairns,35
15/01/2016,Cairns,31
15/02/2016,Cairns,28
15/03/2016,Cairns,37
15/04/2016,Cairns,46
15/05/2016,Cairns,50
15/06/2016,Cairns,52
15/07/2016,Cairns,41
15/08/2016,Cairns,48
15/09/2016,Cairns,26
15/10/2016,Cairns,33
15/11/2016,Cairns,48
15/12/2016,Cairns,35
15/01/2017,Cairns,31
15/02/2017,Cairns,41
15/03/2017,Cairns,30
15/04/2017,Cairns,52
15/05/2017,Cairns,39
15/06/2017,Cairns,37
15/01/2013,GoldCoast,57
15/03/2013,GoldCoast,52
15/04/2013,GoldCoast,31
15/05/2013,GoldCoast,22
15/06/2013,GoldCoast,41
15/07/2013,GoldCoast,33
15/08/2013,GoldCoast,67
15/09/2013,GoldCoast,37
15/10/2013,GoldCoast,33
15/11/2013,GoldCoast,41
15/12/2013,GoldCoast,24
15/01/2014,GoldCoast,35
15/02/2014,GoldCoast,50
15/03/2014,GoldCoast,31
15/04/2014,GoldCoast,54
15/05/2014,GoldCoast,52
15/06/2014,GoldCoast,37
15/07/2014,GoldCoast,39
15/08/2014,GoldCoast,50
15/09/2014,GoldCoast,43
15/10/2014,GoldCoast,41
15/11/2014,GoldCoast,39
15/12/2014,GoldCoast,43
15/01/2015,GoldCoast,48
15/02/2015,GoldCoast,NA
15/03/2015,GoldCoast,NA
15/04/2015,GoldCoast,26
15/05/2015,GoldCoast,59
15/06/2015,GoldCoast,56
15/07/2015,GoldCoast,19
15/08/2015,GoldCoast,44
15/09/2015,GoldCoast,NA
15/10/2015,GoldCoast,33
15/11/2015,GoldCoast,61
15/12/2015,GoldCoast,26
15/01/2016,GoldCoast,78
15/02/2016,GoldCoast,NA
15/03/2016,GoldCoast,NA
15/04/2016,GoldCoast,59
15/05/2016,GoldCoast,30
15/06/2016,GoldCoast,48
15/07/2016,GoldCoast,48
15/08/2016,GoldCoast,54
15/09/2016,GoldCoast,NA
15/10/2016,GoldCoast,33
15/11/2016,GoldCoast,52
15/12/2016,GoldCoast,41
15/01/2017,GoldCoast,48
15/02/2017,GoldCoast,37
15/03/2017,GoldCoast,46
15/04/2017,GoldCoast,28
15/05/2017,GoldCoast,30
15/06/2017,GoldCoast,50
15/01/2013,Townsville,39
15/03/2013,Townsville,39
15/04/2013,Townsville,30
15/05/2013,Townsville,24
15/06/2013,Townsville,39
15/07/2013,Townsville,46
15/08/2013,Townsville,26
15/09/2013,Townsville,35
15/10/2013,Townsville,39
15/11/2013,Townsville,37
15/12/2013,Townsville,43
15/01/2014,Townsville,57
15/02/2014,Townsville,31
15/03/2014,Townsville,31
15/04/2014,Townsville,31
15/05/2014,Townsville,44
15/06/2014,Townsville,41
15/07/2014,Townsville,43
15/08/2014,Townsville,39
15/09/2014,Townsville,43
15/10/2014,Townsville,41
15/11/2014,Townsville,33
15/12/2014,Townsville,39
15/01/2015,Townsville,37
15/02/2015,Townsville,52
15/03/2015,Townsville,41
15/04/2015,Townsville,52
15/05/2015,Townsville,41
15/06/2015,Townsville,46
15/07/2015,Townsville,33
15/08/2015,Townsville,41
15/09/2015,Townsville,44
15/10/2015,Townsville,44
15/11/2015,Townsville,44
15/12/2015,Townsville,39
15/01/2016,Townsville,35
15/02/2016,Townsville,28
15/03/2016,Townsville,44
15/04/2016,Townsville,59
15/05/2016,Townsville,37
15/06/2016,Townsville,46
15/07/2016,Townsville,43
15/08/2016,Townsville,44
15/09/2016,Townsville,35
15/10/2016,Townsville,50
15/11/2016,Townsville,46
15/12/2016,Townsville,41
15/01/2017,Townsville,33
15/02/2017,Townsville,37
15/03/2017,Townsville,33
15/04/2017,Townsville,48
15/05/2017,Townsville,33
15/06/2017,Townsville,35
15/01/2013,Adelaide,35
15/03/2013,Adelaide,30
15/04/2013,Adelaide,35
15/05/2013,Adelaide,39
15/06/2013,Adelaide,20
15/07/2013,Adelaide,30
15/08/2013,Adelaide,41
15/09/2013,Adelaide,63
15/10/2013,Adelaide,39
15/11/2013,Adelaide,39
15/12/2013,Adelaide,37
15/01/2014,Adelaide,41
15/02/2014,Adelaide,39
15/03/2014,Adelaide,61
15/04/2014,Adelaide,28
15/05/2014,Adelaide,44
15/06/2014,Adelaide,30
15/07/2014,Adelaide,37
15/08/2014,Adelaide,48
15/09/2014,Adelaide,57
15/10/2014,Adelaide,31
15/11/2014,Adelaide,39
15/12/2014,Adelaide,31
15/01/2015,Adelaide,35
15/02/2015,Adelaide,48
15/03/2015,Adelaide,28
15/04/2015,Adelaide,NA
15/05/2015,Adelaide,20
15/06/2015,Adelaide,24
